ENSSSCG00000020823	BSCL2	ENSSSCT00000025488
ENSSSCG00000024431	ATG9B	ENSSSCT00000029678
ENSSSCG00000030589	HS3ST3A1	ENSSSCT00000030005
ENSSSCG00000020933	NAN	ENSSSCT00000030445
ENSSSCG00000004912	SEC11C	ENSSSCT00000005420
ENSSSCG00000007217	DEFB125	ENSSSCT00000007897
ENSSSCG00000015528	AXDND1	ENSSSCT00000016916
ENSSSCG00000005309	FAM166B	ENSSSCT00000005847
ENSSSCG00000004771	CHST14	ENSSSCT00000005270
ENSSSCG00000014304	SEC24A	ENSSSCT00000015628
ENSSSCG00000005896	LRRC24	ENSSSCT00000006475
ENSSSCG00000007279	DYNLRB1	ENSSSCT00000007964
ENSSSCG00000015138	C11orf63	ENSSSCT00000025784,ENSSSCT00000016504
ENSSSCG00000029432	NAN	ENSSSCT00000028841
ENSSSCG00000008055	C16orf59	ENSSSCT00000008827
ENSSSCG00000003692	NAN	ENSSSCT00000025362,ENSSSCT00000004090
ENSSSCG00000013337	NAN	ENSSSCT00000014565
ENSSSCG00000029408	ZFP30	ENSSSCT00000024936
ENSSSCG00000005278	PRUNE2	ENSSSCT00000005813
ENSSSCG00000022788	NAN	ENSSSCT00000025642
ENSSSCG00000001757	WDR61	ENSSSCT00000001963
ENSSSCG00000025857	NAN	ENSSSCT00000025875
ENSSSCG00000012710	NAN	ENSSSCT00000013896
ENSSSCG00000011065	MASTL	ENSSSCT00000012109
ENSSSCG00000027261	NAN	ENSSSCT00000029009
ENSSSCG00000005465	SUSD1	ENSSSCT00000006011
ENSSSCG00000023402	NAN	ENSSSCT00000019225
ENSSSCG00000030710	BLOC1S6	ENSSSCT00000029227
ENSSSCG00000013659	DNMT1	ENSSSCT00000014923
ENSSSCG00000024803	NAN	ENSSSCT00000030155
ENSSSCG00000014869	LRRC32	ENSSSCT00000016222
ENSSSCG00000016398	NAN	ENSSSCT00000017855
ENSSSCG00000030421	GDI1	ENSSSCT00000027724
ENSSSCG00000030540	NAN	ENSSSCT00000023340
ENSSSCG00000010911	ZNF281	ENSSSCT00000011941
ENSSSCG00000023570	NAN	ENSSSCT00000028146
ENSSSCG00000027875	CA14	ENSSSCT00000028733
ENSSSCG00000004068	NOX3	ENSSSCT00000004497
ENSSSCG00000024565	OR6C74	ENSSSCT00000026240
ENSSSCG00000004318	RRAGD	ENSSSCT00000004774
ENSSSCG00000001817	FURIN	ENSSSCT00000002036
ENSSSCG00000029077	NAN	ENSSSCT00000031213
ENSSSCG00000003156	HRC	ENSSSCT00000003506
ENSSSCG00000009125	ANK2	ENSSSCT00000009992
ENSSSCG00000008011	GNG13	ENSSSCT00000008779
ENSSSCG00000011721	P2RY1	ENSSSCT00000012831
ENSSSCG00000017694	ACACA	ENSSSCT00000019259
ENSSSCG00000018034	CENPV	ENSSSCT00000019629
ENSSSCG00000022159	NAN	ENSSSCT00000026092
ENSSSCG00000022579	NAN	ENSSSCT00000028464
ENSSSCG00000022410	ANKRD11	ENSSSCT00000025864
ENSSSCG00000026458	NAN	ENSSSCT00000028219
ENSSSCG00000003828	NAN	ENSSSCT00000004237
ENSSSCG00000026055	NAN	ENSSSCT00000026608
ENSSSCG00000004127	PLAGL1	ENSSSCT00000004562
ENSSSCG00000015447	NAN	ENSSSCT00000016829
ENSSSCG00000007667	LRCH4	ENSSSCT00000008407
ENSSSCG00000017499	STARD3	ENSSSCT00000019052
ENSSSCG00000028350	LCAT	ENSSSCT00000029031
ENSSSCG00000024119	GLB1	ENSSSCT00000028253
ENSSSCG00000030049	HNRNPUL1	ENSSSCT00000025796
ENSSSCG00000022221	NAN	ENSSSCT00000016124
ENSSSCG00000009913	CABP1	ENSSSCT00000010863
ENSSSCG00000002288	ATP6V1D	ENSSSCT00000002549
ENSSSCG00000005319	GBA2	ENSSSCT00000005858
ENSSSCG00000028903	NAN	ENSSSCT00000030742
ENSSSCG00000003386	TNFRSF9	ENSSSCT00000003757,ENSSSCT00000035166,ENSSSCT00000032889,ENSSSCT00000033147,ENSSSCT00000036631
ENSSSCG00000021558	NAN	ENSSSCT00000028998
ENSSSCG00000012134	PIGA	ENSSSCT00000013273,ENSSSCT00000032767,ENSSSCT00000035430,ENSSSCT00000036349,ENSSSCT00000033670,ENSSSCT00000034488,ENSSSCT00000033762
ENSSSCG00000025424	NAN	ENSSSCT00000027127
ENSSSCG00000007850	ANKS4B	ENSSSCT00000008600
ENSSSCG00000014457	NAN	ENSSSCT00000015805
ENSSSCG00000009239	NAN	ENSSSCT00000010119
ENSSSCG00000027373	NAN	ENSSSCT00000028816
ENSSSCG00000008297	TPRKB	ENSSSCT00000009086
ENSSSCG00000004533	RAB27B	ENSSSCT00000005007
ENSSSCG00000015785	NAN	ENSSSCT00000017188
ENSSSCG00000001744	TFAP2D	ENSSSCT00000001950
ENSSSCG00000011841	SENP5	ENSSSCT00000012953
ENSSSCG00000001697	TMEM63B	ENSSSCT00000001896,ENSSSCT00000036360
ENSSSCG00000030641	NAN	ENSSSCT00000029480
ENSSSCG00000025354	KCNA10	ENSSSCT00000027855
ENSSSCG00000023844	NAN	ENSSSCT00000027343
ENSSSCG00000027974	MRPL50	ENSSSCT00000024573
ENSSSCG00000016370	SEPT2	ENSSSCT00000017825
ENSSSCG00000014196	TMEM232	ENSSSCT00000015511
ENSSSCG00000023914	NAN	ENSSSCT00000023083
ENSSSCG00000016148	PTH2R	ENSSSCT00000017581
ENSSSCG00000020994	NAN	ENSSSCT00000032541
ENSSSCG00000021934	OTUD5	ENSSSCT00000024353
ENSSSCG00000005594	WDR38	ENSSSCT00000006150
ENSSSCG00000014812	FOLR2	ENSSSCT00000016163
ENSSSCG00000009621	PHYHIP	ENSSSCT00000010547
ENSSSCG00000029609	SLC37A3	ENSSSCT00000030332
ENSSSCG00000009486	SLITRK6	ENSSSCT00000010401
ENSSSCG00000028514	NAN	ENSSSCT00000030311
ENSSSCG00000029517	NAN	ENSSSCT00000026347
ENSSSCG00000024992	NAN	ENSSSCT00000032241
ENSSSCG00000024200	NAN	ENSSSCT00000029978
ENSSSCG00000006167	NAN	ENSSSCT00000006761,ENSSSCT00000030935
ENSSSCG00000017193	NAN	ENSSSCT00000018718
ENSSSCG00000025707	NAN	ENSSSCT00000022758
ENSSSCG00000014528	NAN	ENSSSCT00000015878
ENSSSCG00000029346	DHTKD1	ENSSSCT00000030004
ENSSSCG00000002243	NAN	ENSSSCT00000002498
ENSSSCG00000004648	NAN	ENSSSCT00000005133
ENSSSCG00000013013	NAN	ENSSSCT00000014224,ENSSSCT00000036654,ENSSSCT00000034864,ENSSSCT00000033249
ENSSSCG00000003106	AP2S1	ENSSSCT00000003445,ENSSSCT00000029635
ENSSSCG00000011793	LIPH	ENSSSCT00000012905
ENSSSCG00000013422	PLPPR3	ENSSSCT00000014666
ENSSSCG00000003130	SULT2A1	ENSSSCT00000003471
ENSSSCG00000014631	CCKBR	ENSSSCT00000015982
ENSSSCG00000010015	OSBP2	ENSSSCT00000010972
ENSSSCG00000005447	NAN	ENSSSCT00000005991
ENSSSCG00000006491	PAQR6	ENSSSCT00000007110
ENSSSCG00000025652	CDH1	ENSSSCT00000029834
ENSSSCG00000006564	RAB13	ENSSSCT00000031505,ENSSSCT00000007191
ENSSSCG00000027315	NAN	ENSSSCT00000026716
ENSSSCG00000017441	NAN	ENSSSCT00000018987
ENSSSCG00000017679	C17orf64	ENSSSCT00000019243,ENSSSCT00000022951,ENSSSCT00000031738
ENSSSCG00000001614	TREM2	ENSSSCT00000001794
ENSSSCG00000027333	NAN	ENSSSCT00000024444,ENSSSCT00000006395
ENSSSCG00000025206	RNF19B	ENSSSCT00000027475
ENSSSCG00000021596	KCNA5	ENSSSCT00000023232
ENSSSCG00000010527	MARVELD1	ENSSSCT00000011517
ENSSSCG00000027714	NAN	ENSSSCT00000031704
ENSSSCG00000025748	NAN	ENSSSCT00000031116
ENSSSCG00000017926	NAN	ENSSSCT00000019509
ENSSSCG00000001400	DDX39B	ENSSSCT00000001529,ENSSSCT00000032875,ENSSSCT00000032673,ENSSSCT00000035721
ENSSSCG00000000181	RND1	ENSSSCT00000000190
ENSSSCG00000005193	TYRP1	ENSSSCT00000005725
ENSSSCG00000024996	NAN	ENSSSCT00000029295
ENSSSCG00000020895	CCDC64B	ENSSSCT00000031303
ENSSSCG00000016607	NDUFA5	ENSSSCT00000018080
ENSSSCG00000030096	NAN	ENSSSCT00000023999
ENSSSCG00000000003	TTC38	ENSSSCT00000000004
ENSSSCG00000014041	MXD3	ENSSSCT00000015338
ENSSSCG00000012126	GPM6B	ENSSSCT00000033327,ENSSSCT00000013265,ENSSSCT00000034004,ENSSSCT00000034196,ENSSSCT00000033708,ENSSSCT00000033451,ENSSSCT00000034606,ENSSSCT00000034100,ENSSSCT00000033635,ENSSSCT00000034594
ENSSSCG00000030057	NAN	ENSSSCT00000025844
ENSSSCG00000024988	AKR1D1	ENSSSCT00000031359
ENSSSCG00000010508	TM9SF3	ENSSSCT00000011498
ENSSSCG00000021958	NAN	ENSSSCT00000023890
ENSSSCG00000023594	RARRES2	ENSSSCT00000030143
ENSSSCG00000020974	NAN	ENSSSCT00000022575
ENSSSCG00000014670	TRIM5	ENSSSCT00000016021,ENSSSCT00000033727
ENSSSCG00000010584	MFSD13A	ENSSSCT00000011577
ENSSSCG00000004087	CCDC170	ENSSSCT00000030322,ENSSSCT00000004518
ENSSSCG00000025837	NAN	ENSSSCT00000027790
ENSSSCG00000008363	AFTPH	ENSSSCT00000022299,ENSSSCT00000009157
ENSSSCG00000004470	HMGN3	ENSSSCT00000004938
ENSSSCG00000015954	DLX2	ENSSSCT00000017371
ENSSSCG00000003846	GLIS1	ENSSSCT00000004258
ENSSSCG00000012558	PIH1D3	ENSSSCT00000033177,ENSSSCT00000013730
ENSSSCG00000003975	KCNQ4	ENSSSCT00000004397
ENSSSCG00000025087	ASPH	ENSSSCT00000028806
ENSSSCG00000004225	TPD52L1	ENSSSCT00000004670
ENSSSCG00000027936	NAN	ENSSSCT00000028681,ENSSSCT00000030807
ENSSSCG00000008150	TMEM182	ENSSSCT00000008927
ENSSSCG00000022216	NAN	ENSSSCT00000032080
ENSSSCG00000022467	VPREB1	ENSSSCT00000032393
ENSSSCG00000016969	NAN	ENSSSCT00000018478
ENSSSCG00000009996	LIF	ENSSSCT00000010953
ENSSSCG00000016076	COQ10B	ENSSSCT00000017504
ENSSSCG00000007249	NOL4L	ENSSSCT00000007931
ENSSSCG00000016430	GALNT11	ENSSSCT00000017891
ENSSSCG00000020716	UNC119B	ENSSSCT00000028269
ENSSSCG00000027540	NAN	ENSSSCT00000027222
ENSSSCG00000024640	NAN	ENSSSCT00000027952
ENSSSCG00000006070	COX6C	ENSSSCT00000006661
ENSSSCG00000014989	DCUN1D5	ENSSSCT00000016352
ENSSSCG00000021415	CLDN15	ENSSSCT00000022501
ENSSSCG00000011498	SLC25A26	ENSSSCT00000012582
ENSSSCG00000020850	NAN	ENSSSCT00000028660,ENSSSCT00000031878
ENSSSCG00000013231	C1QTNF4	ENSSSCT00000014451
ENSSSCG00000015774	TENM3	ENSSSCT00000017175,ENSSSCT00000026310,ENSSSCT00000022975
ENSSSCG00000004366	BVES	ENSSSCT00000004825,ENSSSCT00000004826
ENSSSCG00000025940	NAN	ENSSSCT00000028320
ENSSSCG00000013524	C19orf70	ENSSSCT00000014771
ENSSSCG00000012890	TCIRG1	ENSSSCT00000014092
ENSSSCG00000015356	NAN	ENSSSCT00000016731
ENSSSCG00000009088	IL2	ENSSSCT00000036348,ENSSSCT00000009954
ENSSSCG00000015247	ZBTB44	ENSSSCT00000032122,ENSSSCT00000016616
ENSSSCG00000015507	NAN	ENSSSCT00000016894
ENSSSCG00000024720	NAN	ENSSSCT00000029746
ENSSSCG00000025872	NAN	ENSSSCT00000032336
ENSSSCG00000006883	RWDD3	ENSSSCT00000007537
ENSSSCG00000013718	NAN	ENSSSCT00000014992,ENSSSCT00000014984
ENSSSCG00000006120	OTUD6B	ENSSSCT00000006712
ENSSSCG00000008800	TMEM33	ENSSSCT00000009627
ENSSSCG00000027162	NAN	ENSSSCT00000027215
ENSSSCG00000022463	ING1	ENSSSCT00000027611
ENSSSCG00000004205	NAN	ENSSSCT00000004646
ENSSSCG00000026742	BTK	ENSSSCT00000025835
ENSSSCG00000001950	NAN	ENSSSCT00000002182
ENSSSCG00000005004	LRR1	ENSSSCT00000005520
ENSSSCG00000015116	MCAM	ENSSSCT00000036519,ENSSSCT00000034703,ENSSSCT00000016482,ENSSSCT00000036019,ENSSSCT00000034249
ENSSSCG00000026363	CHRNB3	ENSSSCT00000029069
ENSSSCG00000014235	SNCAIP	ENSSSCT00000015553
ENSSSCG00000012019	TMPRSS15	ENSSSCT00000013150
ENSSSCG00000008440	PIGF	ENSSSCT00000009241
ENSSSCG00000024056	NAN	ENSSSCT00000031049
ENSSSCG00000021568	NAN	ENSSSCT00000024933
ENSSSCG00000009568	ZMYM5	ENSSSCT00000010489
ENSSSCG00000028998	NAN	ENSSSCT00000031777
ENSSSCG00000027270	TIMM9	ENSSSCT00000026365
ENSSSCG00000022318	ERG	ENSSSCT00000023594
ENSSSCG00000027776	NAN	ENSSSCT00000024026
ENSSSCG00000002938	ZNF585B	ENSSSCT00000003260
ENSSSCG00000000895	SNRPF	ENSSSCT00000000979
ENSSSCG00000008925	GNRHR	ENSSSCT00000009773
ENSSSCG00000003819	ANGPTL3	ENSSSCT00000004226
ENSSSCG00000002262	SV2B	ENSSSCT00000002519
ENSSSCG00000017717	UNC45B	ENSSSCT00000019284
ENSSSCG00000015048	DRD2	ENSSSCT00000016414
ENSSSCG00000007680	MYL10	ENSSSCT00000008421
ENSSSCG00000017015	NAN	ENSSSCT00000018527
ENSSSCG00000023230	NAN	ENSSSCT00000024876
ENSSSCG00000013118	MRPL16	ENSSSCT00000014338
ENSSSCG00000029619	NAN	ENSSSCT00000022628
ENSSSCG00000011508	LMOD3	ENSSSCT00000012594
ENSSSCG00000026217	NAN	ENSSSCT00000032316
ENSSSCG00000016186	NAN	ENSSSCT00000026123,ENSSSCT00000017626
ENSSSCG00000001835	ABHD2	ENSSSCT00000002057
ENSSSCG00000004538	WDR7	ENSSSCT00000005012
ENSSSCG00000021521	ERF	ENSSSCT00000022478
ENSSSCG00000003588	SRSF4	ENSSSCT00000003983
ENSSSCG00000028931	GDF7	ENSSSCT00000028882
ENSSSCG00000025776	NAN	ENSSSCT00000030632
ENSSSCG00000027323	NCBP2	ENSSSCT00000024784
ENSSSCG00000001584	NAN	ENSSSCT00000001764
ENSSSCG00000023791	TMEM229B	ENSSSCT00000024127
ENSSSCG00000004494	NAN	ENSSSCT00000004965,ENSSSCT00000004967
ENSSSCG00000005058	ATG14	ENSSSCT00000005575
ENSSSCG00000029092	LRRD1	ENSSSCT00000031518
ENSSSCG00000029924	NAN	ENSSSCT00000031672
ENSSSCG00000028334	KRT74	ENSSSCT00000024415
ENSSSCG00000010860	PSEN2	ENSSSCT00000011882
ENSSSCG00000003738	MAPRE2	ENSSSCT00000004139
ENSSSCG00000001526	HMGA1	ENSSSCT00000001700
ENSSSCG00000008098	POLR1B	ENSSSCT00000008871
ENSSSCG00000007370	R3HDML	ENSSSCT00000008066
ENSSSCG00000007337	NAN	ENSSSCT00000008029
ENSSSCG00000027634	NAN	ENSSSCT00000023278
ENSSSCG00000013025	SLC22A12	ENSSSCT00000014238
ENSSSCG00000020808	NAN	ENSSSCT00000031361
ENSSSCG00000022908	NAN	ENSSSCT00000030071
ENSSSCG00000000602	RERG	ENSSSCT00000000647
ENSSSCG00000003867	TXNDC12	ENSSSCT00000004279
ENSSSCG00000027065	NAN	ENSSSCT00000025571
ENSSSCG00000017463	KRT26	ENSSSCT00000019011
ENSSSCG00000004680	C15orf43	ENSSSCT00000005167
ENSSSCG00000002487	SERPINA3-2	ENSSSCT00000002765
ENSSSCG00000013432	MIDN	ENSSSCT00000014676
ENSSSCG00000012366	LAS1L	ENSSSCT00000013523
ENSSSCG00000022109	NAN	ENSSSCT00000023734
ENSSSCG00000022763	NAN	ENSSSCT00000024626
ENSSSCG00000028723	CCDC102A	ENSSSCT00000025301
ENSSSCG00000022708	NAN	ENSSSCT00000026994
ENSSSCG00000011647	NAN	ENSSSCT00000012749
ENSSSCG00000012510	ARMCX2	ENSSSCT00000035740,ENSSSCT00000034390,ENSSSCT00000013679,ENSSSCT00000035329,ENSSSCT00000033771,ENSSSCT00000034863,ENSSSCT00000035351
ENSSSCG00000025573	NAN	ENSSSCT00000027277
ENSSSCG00000021833	NAN	ENSSSCT00000022400
ENSSSCG00000004588	CCNB2	ENSSSCT00000005069
ENSSSCG00000010644	NAN	ENSSSCT00000024095,ENSSSCT00000023797,ENSSSCT00000011643
ENSSSCG00000017222	NAN	ENSSSCT00000018748
ENSSSCG00000029737	CKS1B	ENSSSCT00000023105
ENSSSCG00000003590	PTPRU	ENSSSCT00000003985
ENSSSCG00000013222	NAN	ENSSSCT00000014442
ENSSSCG00000002277	SPTB	ENSSSCT00000002535
ENSSSCG00000014903	CCDC90B	ENSSSCT00000016258
ENSSSCG00000025220	NAN	ENSSSCT00000026915
ENSSSCG00000009129	NAN	ENSSSCT00000009997
ENSSSCG00000017227	FDXR	ENSSSCT00000018754
ENSSSCG00000013600	RAB11B	ENSSSCT00000014854
ENSSSCG00000008400	CFAP36	ENSSSCT00000009197
ENSSSCG00000009166	MANBA	ENSSSCT00000010038
ENSSSCG00000025695	NAN	ENSSSCT00000024267
ENSSSCG00000003749	PIK3C3	ENSSSCT00000004151
ENSSSCG00000016929	PDE4D	ENSSSCT00000018436
ENSSSCG00000009388	KCNRG	ENSSSCT00000010287
ENSSSCG00000023491	NAN	ENSSSCT00000023902
ENSSSCG00000029329	NAN	ENSSSCT00000032339
ENSSSCG00000001279	NAN	ENSSSCT00000001394
ENSSSCG00000003096	NANOS2	ENSSSCT00000003435
ENSSSCG00000004650	NAN	ENSSSCT00000005135
ENSSSCG00000011583	TMEM40	ENSSSCT00000012676
ENSSSCG00000003954	FAM183A	ENSSSCT00000004373
ENSSSCG00000013909	CRLF1	ENSSSCT00000015195
ENSSSCG00000005874	NAN	ENSSSCT00000006453
ENSSSCG00000012874	ORAOV1	ENSSSCT00000014072
ENSSSCG00000007675	EPHB4	ENSSSCT00000008416
ENSSSCG00000007269	PXMP4	ENSSSCT00000007954
ENSSSCG00000028114	NAN	ENSSSCT00000024272,ENSSSCT00000024861
ENSSSCG00000030501	C12orf54	ENSSSCT00000027535
ENSSSCG00000028285	NAN	ENSSSCT00000030076
ENSSSCG00000017427	HAP1	ENSSSCT00000018973
ENSSSCG00000005740	SARDH	ENSSSCT00000006311
ENSSSCG00000026401	NAN	ENSSSCT00000029202
ENSSSCG00000025571	POLR2G	ENSSSCT00000022560
ENSSSCG00000013039	NUDT22	ENSSSCT00000014252
ENSSSCG00000022900	SUPT16H	ENSSSCT00000031400
ENSSSCG00000016402	AGXT	ENSSSCT00000017859
ENSSSCG00000008017	NME3	ENSSSCT00000008785
ENSSSCG00000008891	MARCH1	ENSSSCT00000009734
ENSSSCG00000022507	POLR2H	ENSSSCT00000026408
ENSSSCG00000008290	MOB1A	ENSSSCT00000009079
ENSSSCG00000030567	SSR3	ENSSSCT00000032102
ENSSSCG00000028159	NAN	ENSSSCT00000025390
ENSSSCG00000010353	NAN	ENSSSCT00000011335,ENSSSCT00000011334
ENSSSCG00000021324	NAN	ENSSSCT00000032118
ENSSSCG00000021916	NAN	ENSSSCT00000032498
ENSSSCG00000001804	HOMER2	ENSSSCT00000002020
ENSSSCG00000022023	ZKSCAN5	ENSSSCT00000030708
ENSSSCG00000023804	NAN	ENSSSCT00000027197
ENSSSCG00000001770	CTSH	ENSSSCT00000001983,ENSSSCT00000001985
ENSSSCG00000026147	NAN	ENSSSCT00000017871
ENSSSCG00000013506	STAP2	ENSSSCT00000014753
ENSSSCG00000011426	POC1A	ENSSSCT00000012506
ENSSSCG00000014015	C5orf45	ENSSSCT00000015309,ENSSSCT00000015310
ENSSSCG00000022640	NAN	ENSSSCT00000025827
ENSSSCG00000028677	NAN	ENSSSCT00000032455
ENSSSCG00000005715	NAN	ENSSSCT00000006285
ENSSSCG00000017255	ABCA5	ENSSSCT00000018784,ENSSSCT00000033236,ENSSSCT00000033739
ENSSSCG00000021717	SUV39H1	ENSSSCT00000027013
ENSSSCG00000025781	NAN	ENSSSCT00000011611
ENSSSCG00000013082	NAN	ENSSSCT00000014300
ENSSSCG00000017794	EFCAB5	ENSSSCT00000019366
ENSSSCG00000029820	NAN	ENSSSCT00000022896
ENSSSCG00000022287	NAN	ENSSSCT00000026892
ENSSSCG00000025589	LINC00493	ENSSSCT00000028450
ENSSSCG00000002660	MTHFSD	ENSSSCT00000002951
ENSSSCG00000005907	ADCK5	ENSSSCT00000006487,ENSSSCT00000032715
ENSSSCG00000025347	NAN	ENSSSCT00000022587
ENSSSCG00000006090	MTERF3	ENSSSCT00000006681
ENSSSCG00000011333	NAN	ENSSSCT00000012410
ENSSSCG00000007114	FOXA2	ENSSSCT00000007786
ENSSSCG00000022538	MARK4	ENSSSCT00000032120,ENSSSCT00000025918
ENSSSCG00000023266	NAN	ENSSSCT00000024723
ENSSSCG00000005767	SKOR2	ENSSSCT00000006343
ENSSSCG00000015101	FOXR1	ENSSSCT00000016467
ENSSSCG00000016569	SMO	ENSSSCT00000018039
ENSSSCG00000005601	HSPA5	ENSSSCT00000006159
ENSSSCG00000020753	C16orf45	ENSSSCT00000023755
ENSSSCG00000024067	KRT23	ENSSSCT00000026513
ENSSSCG00000025264	PQBP1	ENSSSCT00000030898
ENSSSCG00000016166	SPAG16	ENSSSCT00000017601
ENSSSCG00000002818	PLLP	ENSSSCT00000003118
ENSSSCG00000002827	SLC6A2	ENSSSCT00000003128
ENSSSCG00000008410	C2orf73	ENSSSCT00000009209
ENSSSCG00000028647	NAN	ENSSSCT00000032066
ENSSSCG00000030953	CH242-134A11.1	ENSSSCT00000035709
ENSSSCG00000012405	RPS4X	ENSSSCT00000013564
ENSSSCG00000013863	SMIM7	ENSSSCT00000015143
ENSSSCG00000010204	BICC1	ENSSSCT00000011170
ENSSSCG00000027898	NAN	ENSSSCT00000001006
ENSSSCG00000003289	ISOC2	ENSSSCT00000003653
ENSSSCG00000024380	NAN	ENSSSCT00000015995
ENSSSCG00000026332	NAN	ENSSSCT00000023802
ENSSSCG00000025306	PAK3	ENSSSCT00000031369
ENSSSCG00000006928	LMO4	ENSSSCT00000007590
ENSSSCG00000009872	PLBD2	ENSSSCT00000010820
ENSSSCG00000028884	IFN-OMEGA-2	ENSSSCT00000026435,ENSSSCT00000034361
ENSSSCG00000009090	KIAA1109	ENSSSCT00000009956
ENSSSCG00000016920	MIER3	ENSSSCT00000018427
ENSSSCG00000021027	PGBD5	ENSSSCT00000024547
ENSSSCG00000005720	MED27	ENSSSCT00000006290
ENSSSCG00000028288	PRPF38A	ENSSSCT00000029160
ENSSSCG00000007338	NAN	ENSSSCT00000008030
ENSSSCG00000021541	DCAF5	ENSSSCT00000030182
ENSSSCG00000006231	CHD7	ENSSSCT00000006828
ENSSSCG00000012975	SNX32	ENSSSCT00000014183
ENSSSCG00000029388	NAN	ENSSSCT00000031538
ENSSSCG00000011272	RPL14	ENSSSCT00000012340
ENSSSCG00000017003	KCNIP1	ENSSSCT00000018515
ENSSSCG00000013437	TCF3	ENSSSCT00000014681
ENSSSCG00000005127	CAAP1	ENSSSCT00000005652
ENSSSCG00000009622	POLR3D	ENSSSCT00000010548
ENSSSCG00000030258	NAN	ENSSSCT00000013370
ENSSSCG00000009000	DCHS2	ENSSSCT00000009857
ENSSSCG00000026324	CRLF2	ENSSSCT00000025377
ENSSSCG00000028859	NAN	ENSSSCT00000031041
ENSSSCG00000000466	XPOT	ENSSSCT00000000504
ENSSSCG00000003161	PRRG2	ENSSSCT00000003511
ENSSSCG00000022501	SOX3	ENSSSCT00000024126
ENSSSCG00000009497	NAN	ENSSSCT00000010414
ENSSSCG00000005288	TLE4	ENSSSCT00000005825
ENSSSCG00000009480	NDFIP2	ENSSSCT00000010395
ENSSSCG00000007868	TMC5	ENSSSCT00000008622
ENSSSCG00000026989	RAD51D	ENSSSCT00000023297
ENSSSCG00000007735	RABGEF1	ENSSSCT00000008480
ENSSSCG00000014370	TMCO6	ENSSSCT00000015700
ENSSSCG00000007355	TOP1	ENSSSCT00000008047,ENSSSCT00000029351
ENSSSCG00000022107	CHTOP	ENSSSCT00000035411,ENSSSCT00000030235,ENSSSCT00000036251,ENSSSCT00000035006,ENSSSCT00000033082,ENSSSCT00000034019,ENSSSCT00000036117,ENSSSCT00000035857,ENSSSCT00000033801,ENSSSCT00000035661,ENSSSCT00000035783,ENSSSCT00000034481,ENSSSCT00000035621,ENSSSCT00000034140,ENSSSCT00000033765
ENSSSCG00000006301	TIPRL	ENSSSCT00000006906
ENSSSCG00000021340	NAN	ENSSSCT00000014140
ENSSSCG00000025890	RAB9B	ENSSSCT00000033325,ENSSSCT00000027623
ENSSSCG00000023882	COMMD6	ENSSSCT00000026944
ENSSSCG00000016095	NAN	ENSSSCT00000017523,ENSSSCT00000017524
ENSSSCG00000005760	C9orf116	ENSSSCT00000006336
ENSSSCG00000030382	NAN	ENSSSCT00000027621
ENSSSCG00000017589	DLX3	ENSSSCT00000019148
ENSSSCG00000025326	TMEM243	ENSSSCT00000026505
ENSSSCG00000004340	FHL5	ENSSSCT00000004796
ENSSSCG00000012480	TNMD	ENSSSCT00000013647
ENSSSCG00000028736	NAN	ENSSSCT00000026880
ENSSSCG00000004274	COL9A1	ENSSSCT00000004723
ENSSSCG00000029131	KCNU1	ENSSSCT00000029952
ENSSSCG00000025233	NAN	ENSSSCT00000031155
ENSSSCG00000023883	NAN	ENSSSCT00000030664
ENSSSCG00000014379	PCDHB15	ENSSSCT00000015709
ENSSSCG00000027969	AHNAK	ENSSSCT00000029753
ENSSSCG00000025065	NAN	ENSSSCT00000023880,ENSSSCT00000027424,ENSSSCT00000030257
ENSSSCG00000029297	KRTAP27-1	ENSSSCT00000022683
ENSSSCG00000002725	SF3B3	ENSSSCT00000003019
ENSSSCG00000003467	SLC25A34	ENSSSCT00000003853
ENSSSCG00000029668	NAN	ENSSSCT00000024889
ENSSSCG00000011808	SST	ENSSSCT00000012920
ENSSSCG00000002707	GABARAPL2	ENSSSCT00000003001
ENSSSCG00000014432	GRPEL2	ENSSSCT00000015777
ENSSSCG00000021173	BSPRY	ENSSSCT00000022931
ENSSSCG00000029264	PKMYT1	ENSSSCT00000030606
ENSSSCG00000029967	PEX1	ENSSSCT00000022601
ENSSSCG00000008970	NAN	ENSSSCT00000009825
ENSSSCG00000004159	NAN	ENSSSCT00000004598
ENSSSCG00000013431	ATP5D	ENSSSCT00000014675
ENSSSCG00000024333	NAN	ENSSSCT00000022577,ENSSSCT00000028396
ENSSSCG00000000169	NAN	ENSSSCT00000000178
ENSSSCG00000004909	CPLX4	ENSSSCT00000005416
ENSSSCG00000029487	NAN	ENSSSCT00000029754,ENSSSCT00000030218
ENSSSCG00000013029	TRMT112	ENSSSCT00000014242
ENSSSCG00000030404	PAPD5	ENSSSCT00000025469
ENSSSCG00000010016	MORC2	ENSSSCT00000010973
ENSSSCG00000011271	NAN	ENSSSCT00000012339
ENSSSCG00000026045	NAN	ENSSSCT00000030766
ENSSSCG00000021801	NAN	ENSSSCT00000027773
ENSSSCG00000004839	NAN	ENSSSCT00000005341
ENSSSCG00000029141	NAN	ENSSSCT00000030373
ENSSSCG00000026297	KLB	ENSSSCT00000028090
ENSSSCG00000016925	PLK2	ENSSSCT00000018432
ENSSSCG00000000639	NAN	ENSSSCT00000000688
