ENSOCUG00000017200	PDZD4	ENSOCUT00000017201
ENSOCUG00000026786	NAN	ENSOCUT00000030447
ENSOCUG00000010478	DIMT1	ENSOCUT00000033209,ENSOCUT00000010476
ENSOCUG00000016007	NAN	ENSOCUT00000016023
ENSOCUG00000006493	NAN	ENSOCUT00000006490
ENSOCUG00000007623	SRPRB	ENSOCUT00000007622
ENSOCUG00000012906	SMOC2	ENSOCUT00000012908
ENSOCUG00000008123	C10orf11	ENSOCUT00000008123
ENSOCUG00000027279	CHRND	ENSOCUT00000028115
ENSOCUG00000001054	GLTP	ENSOCUT00000001053
ENSOCUG00000002819	IRAK2	ENSOCUT00000002820
ENSOCUG00000011900	ZNF850	ENSOCUT00000011900
ENSOCUG00000013690	FAM49B	ENSOCUT00000013694
ENSOCUG00000024117	RPL35A	ENSOCUT00000031446
ENSOCUG00000010583	FBP2	ENSOCUT00000010581
ENSOCUG00000010105	TNPO3	ENSOCUT00000010108
ENSOCUG00000002601	OTUB2	ENSOCUT00000002601
ENSOCUG00000005169	NAN	ENSOCUT00000031488
ENSOCUG00000008527	RBM18	ENSOCUT00000008526
ENSOCUG00000010631	PIK3CA	ENSOCUT00000033249,ENSOCUT00000010634
ENSOCUG00000017627	UGGT2	ENSOCUT00000017637
ENSOCUG00000021438	ADGRE5	ENSOCUT00000032082
ENSOCUG00000008260	SEPT3	ENSOCUT00000008261
ENSOCUG00000024058	NAN	ENSOCUT00000026679
ENSOCUG00000027289	NAN	ENSOCUT00000029355
ENSOCUG00000006091	OSR1	ENSOCUT00000006087
ENSOCUG00000029192	NAN	ENSOCUT00000033486
ENSOCUG00000006370	NAN	ENSOCUT00000006369
ENSOCUG00000006074	TLK2	ENSOCUT00000006077
ENSOCUG00000010235	TM2D1	ENSOCUT00000010232
ENSOCUG00000024555	KCTD12	ENSOCUT00000032042
ENSOCUG00000026517	RAI2	ENSOCUT00000023934
ENSOCUG00000015648	PPP1R11	ENSOCUT00000015647
ENSOCUG00000015682	NAN	ENSOCUT00000015677
ENSOCUG00000006419	DHDH	ENSOCUT00000006419
ENSOCUG00000000301	NDE1	ENSOCUT00000000300
ENSOCUG00000028070	NAN	ENSOCUT00000031478
ENSOCUG00000014190	NAN	ENSOCUT00000014186
ENSOCUG00000010906	ACKR3	ENSOCUT00000010904
ENSOCUG00000009965	TYR	ENSOCUT00000009963
ENSOCUG00000029678	CEP295	ENSOCUT00000033772
ENSOCUG00000012911	CD4	ENSOCUT00000012911
ENSOCUG00000006015	HLX	ENSOCUT00000006015
ENSOCUG00000011269	C2orf73	ENSOCUT00000011271
ENSOCUG00000003214	BTC	ENSOCUT00000003209
ENSOCUG00000016787	SERPINB5	ENSOCUT00000016785
ENSOCUG00000009994	TM6SF1	ENSOCUT00000009991
ENSOCUG00000012420	IP6K2	ENSOCUT00000025680,ENSOCUT00000012420
ENSOCUG00000022777	NAN	ENSOCUT00000031935
ENSOCUG00000008231	PLCG1	ENSOCUT00000023432
ENSOCUG00000024728	FBXO6	ENSOCUT00000028786
ENSOCUG00000015558	SLC44A2	ENSOCUT00000015561
ENSOCUG00000008220	KIF26B	ENSOCUT00000008221
ENSOCUG00000004500	TACC1	ENSOCUT00000033814,ENSOCUT00000004499
ENSOCUG00000003870	FGF19	ENSOCUT00000003867
ENSOCUG00000015717	BPIFA3	ENSOCUT00000015715
ENSOCUG00000015612	NOL11	ENSOCUT00000015613
ENSOCUG00000009866	ANKRD29	ENSOCUT00000034146,ENSOCUT00000009864
ENSOCUG00000026491	NAN	ENSOCUT00000015292
ENSOCUG00000023009	ARL8A	ENSOCUT00000024385
ENSOCUG00000001831	EFCAB3	ENSOCUT00000001831
ENSOCUG00000006796	CYP2A11	ENSOCUT00000006793
ENSOCUG00000002849	CCL14	ENSOCUT00000032163
ENSOCUG00000015738	C15orf57	ENSOCUT00000015737
ENSOCUG00000007748	OR9G4	ENSOCUT00000007746
ENSOCUG00000014059	LRRC63	ENSOCUT00000024157
ENSOCUG00000009774	LAPTM5	ENSOCUT00000009772
ENSOCUG00000028034	NAN	ENSOCUT00000028592
ENSOCUG00000003218	GPR82	ENSOCUT00000003215
ENSOCUG00000026844	CPLX3	ENSOCUT00000030574
ENSOCUG00000012191	KIAA1191	ENSOCUT00000029506
ENSOCUG00000024560	GJD2	ENSOCUT00000031384
ENSOCUG00000002674	KCNG3	ENSOCUT00000002672,ENSOCUT00000029275
ENSOCUG00000005315	TFAP2A	ENSOCUT00000005314
ENSOCUG00000003749	PIANP	ENSOCUT00000033726,ENSOCUT00000003749
ENSOCUG00000021898	PSEN2	ENSOCUT00000025548
ENSOCUG00000003756	PNMAL1	ENSOCUT00000003753
ENSOCUG00000014697	BTG3	ENSOCUT00000014692
ENSOCUG00000001090	MMP27	ENSOCUT00000001091
ENSOCUG00000003447	LEXM	ENSOCUT00000003448
ENSOCUG00000017771	BMX	ENSOCUT00000017777
ENSOCUG00000005663	NAN	ENSOCUT00000005662
ENSOCUG00000024417	NDUFS5	ENSOCUT00000028799
ENSOCUG00000023777	HID1	ENSOCUT00000023397
ENSOCUG00000006716	GPR173	ENSOCUT00000006714
ENSOCUG00000012530	NPNT	ENSOCUT00000022093
ENSOCUG00000012547	USP54	ENSOCUT00000030381
ENSOCUG00000021960	ATXN1L	ENSOCUT00000024286
ENSOCUG00000026749	NAN	ENSOCUT00000028308
ENSOCUG00000015862	DPH3	ENSOCUT00000015854
ENSOCUG00000021087	NAN	ENSOCUT00000022930
ENSOCUG00000013172	KIAA0319L	ENSOCUT00000033381,ENSOCUT00000013177
ENSOCUG00000029482	NAN	ENSOCUT00000033857
ENSOCUG00000006593	ILK	ENSOCUT00000006593
ENSOCUG00000015246	CDC20B	ENSOCUT00000015249
ENSOCUG00000024216	MYO1G	ENSOCUT00000026131
ENSOCUG00000000359	CLK2	ENSOCUT00000000359
ENSOCUG00000029710	PRODH2	ENSOCUT00000033868
ENSOCUG00000014847	GTPBP10	ENSOCUT00000014845
ENSOCUG00000026340	MORC3	ENSOCUT00000031223
ENSOCUG00000003658	CCR1	ENSOCUT00000003656
ENSOCUG00000016487	DDR1	ENSOCUT00000016491
ENSOCUG00000023543	NAN	ENSOCUT00000021711
ENSOCUG00000015622	METTL7A	ENSOCUT00000033252,ENSOCUT00000015617
ENSOCUG00000027381	NAN	ENSOCUT00000021649
ENSOCUG00000006662	L3MBTL1	ENSOCUT00000006664
ENSOCUG00000021033	CST9	ENSOCUT00000031896
ENSOCUG00000013378	PAK1IP1	ENSOCUT00000013374
ENSOCUG00000013225	ANKRD27	ENSOCUT00000029057
ENSOCUG00000029586	PLA2G2C	ENSOCUT00000034141
ENSOCUG00000017800	PDCD6IP	ENSOCUT00000017804
ENSOCUG00000024658	NAN	ENSOCUT00000031640
ENSOCUG00000005207	NAN	ENSOCUT00000005203
ENSOCUG00000001844	PYCR1	ENSOCUT00000001845
ENSOCUG00000009644	TUBE1	ENSOCUT00000009645
ENSOCUG00000004809	ZNF451	ENSOCUT00000004811
ENSOCUG00000007020	NAN	ENSOCUT00000007018
ENSOCUG00000002197	ITGB8	ENSOCUT00000002200
ENSOCUG00000024319	NAN	ENSOCUT00000030548
ENSOCUG00000000869	NAN	ENSOCUT00000000869
ENSOCUG00000011749	AHCYL2	ENSOCUT00000011750
ENSOCUG00000016328	FAM151B	ENSOCUT00000016322
ENSOCUG00000017371	NAN	ENSOCUT00000030080,ENSOCUT00000017368
ENSOCUG00000029427	MANEA	ENSOCUT00000033731
ENSOCUG00000004123	PLA2G3	ENSOCUT00000004122
ENSOCUG00000003992	PSKH2	ENSOCUT00000003991
ENSOCUG00000025803	NAN	ENSOCUT00000029021
ENSOCUG00000015556	NAN	ENSOCUT00000015551
ENSOCUG00000027003	NAN	ENSOCUT00000031563
ENSOCUG00000029339	AWAT2	ENSOCUT00000033201
ENSOCUG00000027678	NAN	ENSOCUT00000031026
ENSOCUG00000007184	OTUD6A	ENSOCUT00000007184
ENSOCUG00000010300	LGALS12	ENSOCUT00000010299
ENSOCUG00000010855	NAN	ENSOCUT00000010850
ENSOCUG00000011289	ALCAM	ENSOCUT00000011294
ENSOCUG00000013212	ACLY	ENSOCUT00000013220
ENSOCUG00000011346	SORL1	ENSOCUT00000011368
ENSOCUG00000027299	PTX4	ENSOCUT00000031607,ENSOCUT00000021721
ENSOCUG00000007957	PHF7	ENSOCUT00000007959
ENSOCUG00000011915	TIMD4	ENSOCUT00000011912
ENSOCUG00000008234	ZADH2	ENSOCUT00000008229
ENSOCUG00000026849	LPH	ENSOCUT00000031459
ENSOCUG00000003228	CLK4	ENSOCUT00000003228
ENSOCUG00000023927	SPRN	ENSOCUT00000028656
ENSOCUG00000016227	SVEP1	ENSOCUT00000016260
ENSOCUG00000017918	GNPDA2	ENSOCUT00000017917
ENSOCUG00000002852	EMC9	ENSOCUT00000002853
ENSOCUG00000011645	AHI1	ENSOCUT00000011648
ENSOCUG00000009308	NUDT5	ENSOCUT00000009310
ENSOCUG00000008733	C14orf28	ENSOCUT00000008731
ENSOCUG00000001609	FSCN3	ENSOCUT00000001609
ENSOCUG00000015068	KIF23	ENSOCUT00000015073
ENSOCUG00000027984	NAN	ENSOCUT00000021703
ENSOCUG00000005867	NAN	ENSOCUT00000005867
ENSOCUG00000002970	FAM8A1	ENSOCUT00000002969,ENSOCUT00000027625
ENSOCUG00000025295	NTF4	ENSOCUT00000028617
ENSOCUG00000024045	NAN	ENSOCUT00000026923
ENSOCUG00000000757	SLC6A5	ENSOCUT00000000758
ENSOCUG00000003008	ITGA4	ENSOCUT00000028028
ENSOCUG00000024087	NAN	ENSOCUT00000026317
ENSOCUG00000017086	ZMYM2	ENSOCUT00000017090
ENSOCUG00000013484	EIF4B	ENSOCUT00000013486
ENSOCUG00000000265	SNAP91	ENSOCUT00000000266
ENSOCUG00000009557	GALNT8	ENSOCUT00000009556
ENSOCUG00000010653	CLK1	ENSOCUT00000010654
ENSOCUG00000008807	GYS2	ENSOCUT00000008806
ENSOCUG00000001606	NAN	ENSOCUT00000001606
ENSOCUG00000016379	OR13C8	ENSOCUT00000016377
ENSOCUG00000006441	NAN	ENSOCUT00000028210
ENSOCUG00000010926	ATP4A	ENSOCUT00000029200
ENSOCUG00000006519	ABHD1	ENSOCUT00000006518
ENSOCUG00000003351	FAM3C	ENSOCUT00000003350
ENSOCUG00000010645	NAN	ENSOCUT00000010642
ENSOCUG00000025228	NAN	ENSOCUT00000022263
ENSOCUG00000006897	TTC16	ENSOCUT00000006901
ENSOCUG00000021622	NAN	ENSOCUT00000028611
ENSOCUG00000025621	NAN	ENSOCUT00000007837
ENSOCUG00000010844	ARHGEF15	ENSOCUT00000028475
ENSOCUG00000017140	PHF24	ENSOCUT00000017134
ENSOCUG00000013594	STX12	ENSOCUT00000031434,ENSOCUT00000013594
ENSOCUG00000025901	AHNAK	ENSOCUT00000030475
ENSOCUG00000027804	SOBP	ENSOCUT00000024017
ENSOCUG00000005556	SMIM8	ENSOCUT00000005552
ENSOCUG00000000655	HHAT	ENSOCUT00000000655
ENSOCUG00000004917	AMMECR1L	ENSOCUT00000033378,ENSOCUT00000004916
ENSOCUG00000027228	SMTNL1	ENSOCUT00000028060
ENSOCUG00000027741	NAN	ENSOCUT00000023096
ENSOCUG00000021480	FOXS1	ENSOCUT00000022320,ENSOCUT00000030903
ENSOCUG00000026918	NOL6	ENSOCUT00000024667
ENSOCUG00000015885	MCM9	ENSOCUT00000015877
ENSOCUG00000009326	TMEM167A	ENSOCUT00000009325
ENSOCUG00000022770	CHTF8	ENSOCUT00000023390
ENSOCUG00000026503	SEC61B	ENSOCUT00000029691
ENSOCUG00000002040	OR10A4	ENSOCUT00000002038
ENSOCUG00000017581	EHMT1	ENSOCUT00000017588
ENSOCUG00000007071	ZRANB1	ENSOCUT00000007068
ENSOCUG00000004521	JADE1	ENSOCUT00000004522
ENSOCUG00000014603	FKBP4	ENSOCUT00000014603
ENSOCUG00000003446	ADCK5	ENSOCUT00000003444
ENSOCUG00000016521	RRAGC	ENSOCUT00000016517
ENSOCUG00000013435	SNX2	ENSOCUT00000013440
ENSOCUG00000022865	TMEM249	ENSOCUT00000028375
ENSOCUG00000008635	MAN1C1	ENSOCUT00000021465
ENSOCUG00000009898	SLITRK5	ENSOCUT00000025954
ENSOCUG00000004291	IGSF6	ENSOCUT00000004291
ENSOCUG00000005739	HCRTR1	ENSOCUT00000005734,ENSOCUT00000033823
ENSOCUG00000003859	KDM1B	ENSOCUT00000003864
ENSOCUG00000010694	NAN	ENSOCUT00000010693
ENSOCUG00000007649	MYO5C	ENSOCUT00000007659
ENSOCUG00000024100	PPM1N	ENSOCUT00000021290
ENSOCUG00000026172	UBE2V1	ENSOCUT00000029532
ENSOCUG00000024017	NAN	ENSOCUT00000029982
ENSOCUG00000017820	PARP1	ENSOCUT00000017822
ENSOCUG00000015536	CXXC4	ENSOCUT00000015532
ENSOCUG00000026360	NAN	ENSOCUT00000024472
ENSOCUG00000015822	NAN	ENSOCUT00000015820
ENSOCUG00000012777	LRCH3	ENSOCUT00000012780
ENSOCUG00000010101	IRF5	ENSOCUT00000010099
ENSOCUG00000003893	WDR97	ENSOCUT00000003893
ENSOCUG00000014714	NAN	ENSOCUT00000014712
ENSOCUG00000029217	NAN	ENSOCUT00000033805
ENSOCUG00000004138	SERINC5	ENSOCUT00000004136
ENSOCUG00000008582	HTR2B	ENSOCUT00000008577
ENSOCUG00000027079	ASF1B	ENSOCUT00000031996
ENSOCUG00000022846	TEX43	ENSOCUT00000021099
ENSOCUG00000017000	NAN	ENSOCUT00000016996
ENSOCUG00000022661	NAN	ENSOCUT00000006146
ENSOCUG00000016919	CEP83	ENSOCUT00000016919
ENSOCUG00000013836	WTAP	ENSOCUT00000013825,ENSOCUT00000013836
ENSOCUG00000005764	FBXL15	ENSOCUT00000005760
ENSOCUG00000001867	SLC13A4	ENSOCUT00000001867
ENSOCUG00000010907	CUL5	ENSOCUT00000010913
ENSOCUG00000012756	CEP95	ENSOCUT00000012763
ENSOCUG00000001290	SYT12	ENSOCUT00000001290
ENSOCUG00000024094	NAN	ENSOCUT00000025430
ENSOCUG00000013664	NAN	ENSOCUT00000013666
ENSOCUG00000010595	NAN	ENSOCUT00000010592
ENSOCUG00000015813	NMUR1	ENSOCUT00000015805
ENSOCUG00000023306	TAC4	ENSOCUT00000024419
ENSOCUG00000004816	RAB23	ENSOCUT00000004815
ENSOCUG00000015164	KLHL1	ENSOCUT00000015165
ENSOCUG00000010689	OR4S2	ENSOCUT00000010684
ENSOCUG00000011587	A1CF	ENSOCUT00000011592
ENSOCUG00000002698	NAN	ENSOCUT00000002702
ENSOCUG00000025691	FLAD1	ENSOCUT00000027096
ENSOCUG00000008540	SLC35D2	ENSOCUT00000008540
ENSOCUG00000028047	NAN	ENSOCUT00000021119
ENSOCUG00000005184	ACBD6	ENSOCUT00000005184
ENSOCUG00000005213	SLC4A5	ENSOCUT00000021234,ENSOCUT00000005219
ENSOCUG00000005713	CPSF2	ENSOCUT00000005715
ENSOCUG00000000658	BMP3	ENSOCUT00000000657
ENSOCUG00000010461	INO80C	ENSOCUT00000010457
ENSOCUG00000010649	MKX	ENSOCUT00000010649
ENSOCUG00000007770	CDK20	ENSOCUT00000007771
ENSOCUG00000011759	CLUAP1	ENSOCUT00000011760
ENSOCUG00000025829	NAN	ENSOCUT00000027457
ENSOCUG00000004937	SMAD5	ENSOCUT00000004936
ENSOCUG00000021843	NAN	ENSOCUT00000021388
ENSOCUG00000009447	OSBPL7	ENSOCUT00000009449
ENSOCUG00000021505	TPH1	ENSOCUT00000025120
ENSOCUG00000014026	CFAP20	ENSOCUT00000014020
ENSOCUG00000008691	B3GNT5	ENSOCUT00000008685
ENSOCUG00000024436	MAGEL2	ENSOCUT00000024394
ENSOCUG00000024674	NAN	ENSOCUT00000027052
ENSOCUG00000021894	PRM1	ENSOCUT00000029676
ENSOCUG00000025658	AAMDC	ENSOCUT00000021910
ENSOCUG00000021227	NAN	ENSOCUT00000023014
ENSOCUG00000009352	TCN2	ENSOCUT00000009351
ENSOCUG00000017943	LCP1	ENSOCUT00000017943
ENSOCUG00000016495	KIAA1429	ENSOCUT00000033592,ENSOCUT00000016499
ENSOCUG00000026890	NAN	ENSOCUT00000025571
ENSOCUG00000029033	SLPI	ENSOCUT00000032983
ENSOCUG00000027066	NAN	ENSOCUT00000021843
ENSOCUG00000003134	MIER3	ENSOCUT00000003135
ENSOCUG00000003105	DZIP3	ENSOCUT00000003112
ENSOCUG00000014459	HIST1H3J	ENSOCUT00000014456
ENSOCUG00000000166	LYRM7	ENSOCUT00000000166
ENSOCUG00000013811	SCYL3	ENSOCUT00000013811
ENSOCUG00000021861	NAN	ENSOCUT00000029562
ENSOCUG00000011127	NAN	ENSOCUT00000011123
ENSOCUG00000005995	DNM3	ENSOCUT00000005997
ENSOCUG00000021893	NAN	ENSOCUT00000031587
ENSOCUG00000026033	ADH2-1	ENSOCUT00000012630
ENSOCUG00000014487	ODF3	ENSOCUT00000014479
ENSOCUG00000021918	DGKA	ENSOCUT00000027296
ENSOCUG00000023803	CENPL	ENSOCUT00000028381
ENSOCUG00000006204	UBASH3A	ENSOCUT00000006202
ENSOCUG00000006283	HAVCR2	ENSOCUT00000006285
ENSOCUG00000006953	SLC29A3	ENSOCUT00000006952
ENSOCUG00000025223	PLCXD1	ENSOCUT00000030923
ENSOCUG00000006791	FAM161B	ENSOCUT00000006791
ENSOCUG00000009327	CCDC171	ENSOCUT00000009333
ENSOCUG00000017926	ABCA12	ENSOCUT00000017928
ENSOCUG00000016789	DENND2C	ENSOCUT00000016792
ENSOCUG00000000163	PIGG	ENSOCUT00000000164
ENSOCUG00000007759	USP2	ENSOCUT00000007758
ENSOCUG00000002361	MAT2A	ENSOCUT00000002361
ENSOCUG00000013961	DNAH11	ENSOCUT00000014002
ENSOCUG00000023187	CFL1	ENSOCUT00000026692
ENSOCUG00000013599	PPP6R2	ENSOCUT00000013611
ENSOCUG00000011514	MFAP3L	ENSOCUT00000011510
ENSOCUG00000010089	NAN	ENSOCUT00000010088
ENSOCUG00000005373	NAN	ENSOCUT00000005373
ENSOCUG00000008661	NAN	ENSOCUT00000008658
ENSOCUG00000005456	KCNE4	ENSOCUT00000005455
ENSOCUG00000006582	PLA2G2A	ENSOCUT00000033629,ENSOCUT00000006581
ENSOCUG00000005931	NAN	ENSOCUT00000005930
ENSOCUG00000000474	NAN	ENSOCUT00000000473
ENSOCUG00000008603	NAN	ENSOCUT00000008601
ENSOCUG00000002916	TRAT1	ENSOCUT00000002916
ENSOCUG00000006855	EP400	ENSOCUT00000006866
ENSOCUG00000011978	FAM124B	ENSOCUT00000011975
ENSOCUG00000014706	FBXO21	ENSOCUT00000014706
ENSOCUG00000007079	NAN	ENSOCUT00000007079
ENSOCUG00000023792	SCN2B	ENSOCUT00000026105
ENSOCUG00000005836	NRG1	ENSOCUT00000005836
ENSOCUG00000010667	NAN	ENSOCUT00000010668
ENSOCUG00000026294	ORYCUNV1R1625	ENSOCUT00000023429
ENSOCUG00000007483	TBC1D12	ENSOCUT00000007482
ENSOCUG00000002435	HBQ1_1	ENSOCUT00000002432
ENSOCUG00000009340	ARAP3	ENSOCUT00000009342
ENSOCUG00000028060	VGLL1	ENSOCUT00000021431
ENSOCUG00000023273	NAN	ENSOCUT00000026360
ENSOCUG00000015175	RESP18	ENSOCUT00000015168
ENSOCUG00000012130	ZCCHC2	ENSOCUT00000012129
ENSOCUG00000022680	NAN	ENSOCUT00000021360
ENSOCUG00000007266	SCN1A	ENSOCUT00000033757,ENSOCUT00000007270
ENSOCUG00000022111	NAN	ENSOCUT00000029554
ENSOCUG00000001415	SOAT2	ENSOCUT00000001415
ENSOCUG00000017695	OR6N1	ENSOCUT00000017692
ENSOCUG00000011471	CLDN16	ENSOCUT00000011470
ENSOCUG00000022751	NAN	ENSOCUT00000024660
ENSOCUG00000002117	PRR3	ENSOCUT00000002116
ENSOCUG00000001681	TMEM138	ENSOCUT00000001677
ENSOCUG00000017896	TTC26	ENSOCUT00000017899
ENSOCUG00000025327	TDRD1	ENSOCUT00000026529
ENSOCUG00000016258	NAN	ENSOCUT00000016254
ENSOCUG00000010427	DGKK	ENSOCUT00000030181
ENSOCUG00000003312	ONECUT1	ENSOCUT00000003312
ENSOCUG00000005603	TESPA1	ENSOCUT00000005597
ENSOCUG00000000318	FAM168A	ENSOCUT00000000318
ENSOCUG00000024865	OR5AK2	ENSOCUT00000025250
ENSOCUG00000023953	ZSWIM7	ENSOCUT00000028125
ENSOCUG00000006899	KIF18B	ENSOCUT00000006898
ENSOCUG00000016305	ISCU	ENSOCUT00000016300
ENSOCUG00000025164	NAN	ENSOCUT00000023498
ENSOCUG00000017026	NMRK1	ENSOCUT00000017030
ENSOCUG00000013318	TNPO1	ENSOCUT00000013324
ENSOCUG00000015999	MALRD1	ENSOCUT00000015995
ENSOCUG00000026717	NAN	ENSOCUT00000021182
ENSOCUG00000014949	NAN	ENSOCUT00000014948
ENSOCUG00000025172	KCNK3	ENSOCUT00000021945,ENSOCUT00000026341
ENSOCUG00000021832	NAN	ENSOCUT00000031787
ENSOCUG00000012549	NAN	ENSOCUT00000033911,ENSOCUT00000012545
ENSOCUG00000004324	ZFP42	ENSOCUT00000004324,ENSOCUT00000024274
ENSOCUG00000022898	NAN	ENSOCUT00000031921
ENSOCUG00000026486	SF1	ENSOCUT00000030391
ENSOCUG00000001594	SLC16A6	ENSOCUT00000001593
ENSOCUG00000026162	NAN	ENSOCUT00000021284
ENSOCUG00000023662	OR5B21	ENSOCUT00000020910
ENSOCUG00000003227	ANO1	ENSOCUT00000003230
ENSOCUG00000003973	IFT57	ENSOCUT00000003976
ENSOCUG00000010280	PGRMC1	ENSOCUT00000010280
ENSOCUG00000010127	KMT2A	ENSOCUT00000010140
ENSOCUG00000026809	FNIP2	ENSOCUT00000029030
ENSOCUG00000021785	NAN	ENSOCUT00000027850
ENSOCUG00000010395	STARD5	ENSOCUT00000010394
ENSOCUG00000017573	CCND3	ENSOCUT00000017571
ENSOCUG00000012041	NAN	ENSOCUT00000012040
ENSOCUG00000009684	ZNRF3	ENSOCUT00000025667
ENSOCUG00000011804	FAM91A1	ENSOCUT00000011807
ENSOCUG00000016435	NAN	ENSOCUT00000016435
ENSOCUG00000003572	C9orf129	ENSOCUT00000003575
ENSOCUG00000007621	PLEKHB1	ENSOCUT00000007621
ENSOCUG00000002357	LSMEM2	ENSOCUT00000002354
ENSOCUG00000013129	CMAS	ENSOCUT00000013126
ENSOCUG00000015495	PRDM1	ENSOCUT00000034074,ENSOCUT00000015492
ENSOCUG00000005753	ROPN1L	ENSOCUT00000005751
ENSOCUG00000010449	ADORA2B	ENSOCUT00000010448
ENSOCUG00000004797	C21orf58	ENSOCUT00000004799
ENSOCUG00000027649	NAN	ENSOCUT00000021504
ENSOCUG00000005945	NAN	ENSOCUT00000005944
ENSOCUG00000001336	ARHGAP27	ENSOCUT00000001335,ENSOCUT00000027361
ENSOCUG00000027721	STK16	ENSOCUT00000029018,ENSOCUT00000030663
ENSOCUG00000021020	KDM8	ENSOCUT00000022564
ENSOCUG00000027423	RPS29	ENSOCUT00000023198
ENSOCUG00000027910	NAN	ENSOCUT00000022838
ENSOCUG00000003631	NOP58	ENSOCUT00000030493
ENSOCUG00000009555	ARHGAP22	ENSOCUT00000009557
ENSOCUG00000003140	NFE2L3	ENSOCUT00000003139
ENSOCUG00000025154	MIA3	ENSOCUT00000023999
ENSOCUG00000028092	NAN	ENSOCUT00000032114
ENSOCUG00000009248	FBXO4	ENSOCUT00000009247
ENSOCUG00000016052	NAN	ENSOCUT00000016054
ENSOCUG00000002333	FCRL6	ENSOCUT00000002333
ENSOCUG00000001455	GPI	ENSOCUT00000001455
ENSOCUG00000000684	TARS	ENSOCUT00000000684
ENSOCUG00000014529	PARP4	ENSOCUT00000014532
ENSOCUG00000013610	NAN	ENSOCUT00000013608
ENSOCUG00000004452	ITIH6	ENSOCUT00000004450
ENSOCUG00000008764	TGOLN2	ENSOCUT00000008768
ENSOCUG00000015327	C9orf131	ENSOCUT00000015325
ENSOCUG00000005745	CYP2G1	ENSOCUT00000005743
ENSOCUG00000022017	DIABLO	ENSOCUT00000021802
ENSOCUG00000026826	CLDN19	ENSOCUT00000022516
ENSOCUG00000023081	ORYCUNV1R1615	ENSOCUT00000003332
ENSOCUG00000002950	HN1	ENSOCUT00000028517
ENSOCUG00000015324	NUDT22	ENSOCUT00000015320
ENSOCUG00000029676	ZNF214	ENSOCUT00000033641
ENSOCUG00000013806	SORT1	ENSOCUT00000013810,ENSOCUT00000013824
ENSOCUG00000001929	C6	ENSOCUT00000001933
ENSOCUG00000014110	ATP6AP1L	ENSOCUT00000014103
ENSOCUG00000003040	ADAMTS3	ENSOCUT00000003048
ENSOCUG00000011496	YAE1D1	ENSOCUT00000011495
ENSOCUG00000022712	PIK3R5	ENSOCUT00000021859
ENSOCUG00000000186	NAN	ENSOCUT00000000186
ENSOCUG00000014006	NAN	ENSOCUT00000014004
ENSOCUG00000012801	CRISP3	ENSOCUT00000012800
ENSOCUG00000017867	FRAS1	ENSOCUT00000017874
ENSOCUG00000027839	NAN	ENSOCUT00000025257
ENSOCUG00000010023	ABHD14B	ENSOCUT00000010020
ENSOCUG00000016176	REEP3	ENSOCUT00000026903
ENSOCUG00000007264	TREML1	ENSOCUT00000007264
ENSOCUG00000009906	MEIS2	ENSOCUT00000009905
ENSOCUG00000017757	RPTOR	ENSOCUT00000017762
ENSOCUG00000010073	FAM133A	ENSOCUT00000010070
ENSOCUG00000025119	RELT	ENSOCUT00000027440
ENSOCUG00000015241	C3orf49	ENSOCUT00000015232
ENSOCUG00000025774	NAN	ENSOCUT00000026419
ENSOCUG00000003527	USP7	ENSOCUT00000033822,ENSOCUT00000003530
ENSOCUG00000000972	SORCS1	ENSOCUT00000000974
ENSOCUG00000014225	SLCO2B1	ENSOCUT00000014225
ENSOCUG00000026272	NAN	ENSOCUT00000000975
ENSOCUG00000004873	LRRC70	ENSOCUT00000004873
ENSOCUG00000002410	ACAA1	ENSOCUT00000002412
ENSOCUG00000029524	FAM227B	ENSOCUT00000033824
ENSOCUG00000017620	NAN	ENSOCUT00000017618,ENSOCUT00000034007
ENSOCUG00000014885	PELP1	ENSOCUT00000014886
ENSOCUG00000010200	PMPCB	ENSOCUT00000033327,ENSOCUT00000010200
ENSOCUG00000027566	CD37	ENSOCUT00000023559
ENSOCUG00000005975	ACTR1B	ENSOCUT00000005978
ENSOCUG00000000116	NAN	ENSOCUT00000000116
ENSOCUG00000026127	TMEM41A	ENSOCUT00000030387
ENSOCUG00000003144	BPGM	ENSOCUT00000003140
ENSOCUG00000012076	MYBBP1A	ENSOCUT00000012082
ENSOCUG00000022939	NAN	ENSOCUT00000027391
ENSOCUG00000006731	BDNF	ENSOCUT00000006729
ENSOCUG00000026643	NAN	ENSOCUT00000025843
ENSOCUG00000004186	PMM2	ENSOCUT00000004185
ENSOCUG00000012842	NAN	ENSOCUT00000015097
ENSOCUG00000011148	DPYS	ENSOCUT00000029854
ENSOCUG00000029051	ZNF251	ENSOCUT00000033090
ENSOCUG00000021129	NAN	ENSOCUT00000026490
ENSOCUG00000014501	TBC1D20	ENSOCUT00000033166,ENSOCUT00000014500
ENSOCUG00000021191	NAN	ENSOCUT00000022283
ENSOCUG00000022066	NAN	ENSOCUT00000022349
ENSOCUG00000017819	USP34	ENSOCUT00000027359
ENSOCUG00000002942	DHRS1	ENSOCUT00000002942
ENSOCUG00000012623	ANKRD61	ENSOCUT00000012622
ENSOCUG00000023744	CDKL1	ENSOCUT00000027548
ENSOCUG00000004915	PLEKHS1	ENSOCUT00000006963,ENSOCUT00000004915
