human,rhesus,rat,mouse
ENSG00000123815,ENSMMUG00000004228,ENSRNOG00000020848,ENSMUSG00000003762
ENSG00000170779,ENSMMUG00000007516,ENSRNOG00000013898,ENSMUSG00000047832
ENSG00000136404,ENSMMUG00000009084,ENSRNOG00000019662,ENSMUSG00000038623
ENSG00000136205,ENSMMUG00000019393,ENSRNOG00000025695,ENSMUSG00000020422
ENSG00000088451,ENSMMUG00000013063,ENSRNOG00000009661,ENSMUSG00000022130
ENSG00000124214,ENSMMUG00000002302,ENSRNOG00000007781,ENSMUSG00000039536
ENSG00000198937,ENSMMUG00000011575,ENSRNOG00000000531,ENSMUSG00000024018
ENSG00000184304,ENSMMUG00000022550,ENSRNOG00000004165,ENSMUSG00000002688
ENSG00000145331,ENSMMUG00000009090,ENSRNOG00000011025,ENSMUSG00000004127
ENSG00000104886,ENSMMUG00000010109,ENSRNOG00000019247,ENSMUSG00000035278
ENSG00000148950,ENSMMUG00000016806,ENSRNOG00000004829,ENSMUSG00000042670
ENSG00000018408,ENSMMUG00000018982,ENSRNOG00000016617,ENSMUSG00000027803
ENSG00000134057,ENSMMUG00000018142,ENSRNOG00000058539,ENSMUSG00000041431
ENSG00000127423,ENSMMUG00000007856,ENSRNOG00000022030,ENSMUSG00000078521
ENSG00000103507,ENSMMUG00000016032,ENSRNOG00000019485,ENSMUSG00000030802
ENSG00000153560,ENSMMUG00000016917,ENSRNOG00000009729,ENSMUSG00000009741
ENSG00000197056,ENSMMUG00000016479,ENSRNOG00000013855,ENSMUSG00000043872
ENSG00000105197,ENSMMUG00000019376,ENSRNOG00000037638,ENSMUSG00000003438
ENSG00000172765,ENSMMUG00000016793,ENSRNOG00000011614,ENSMUSG00000030126
ENSG00000100601,ENSMMUG00000023626,ENSRNOG00000012264,ENSMUSG00000079036
ENSG00000156299,ENSMMUG00000019571,ENSRNOG00000021569,ENSMUSG00000002489
ENSG00000011478,ENSMMUG00000006940,ENSRNOG00000015413,ENSMUSG00000030407
ENSG00000112290,ENSMMUG00000030688,ENSRNOG00000047476,ENSMUSG00000019831
ENSG00000103111,ENSMMUG00000005331,ENSRNOG00000011552,ENSMUSG00000078908
ENSG00000169371,ENSMMUG00000004784,ENSRNOG00000005426,ENSMUSG00000055334
ENSG00000163738,ENSMMUG00000015554,ENSRNOG00000021347,ENSMUSG00000029376
ENSG00000132394,ENSMMUG00000018663,ENSRNOG00000012954,ENSMUSG00000033216
ENSG00000136560,ENSMMUG00000001680,ENSRNOG00000008859,ENSMUSG00000064289
ENSG00000107521,ENSMMUG00000020604,ENSRNOG00000045838,ENSMUSG00000025188
ENSG00000163602,ENSMMUG00000007128,ENSRNOG00000005353,ENSMUSG00000072872
ENSG00000198087,ENSMMUG00000017952,ENSRNOG00000011987,ENSMUSG00000061665
ENSG00000171298,ENSMMUG00000009589,ENSRNOG00000047656,ENSMUSG00000025579
ENSG00000178445,ENSMMUG00000031755,ENSRNOG00000011599,ENSMUSG00000024827
ENSG00000115904,ENSMMUG00000020575,ENSRNOG00000007106,ENSMUSG00000024241
ENSG00000105193,ENSMMUG00000008567,ENSRNOG00000019578,ENSMUSG00000037563
ENSG00000182261,ENSMMUG00000015008,ENSRNOG00000015082,ENSMUSG00000049709
ENSG00000138376,ENSMMUG00000005700,ENSRNOG00000014960,ENSMUSG00000026196
ENSG00000149577,ENSMMUG00000002053,ENSRNOG00000017871,ENSMUSG00000034908
ENSG00000154262,ENSMMUG00000018592,ENSRNOG00000046890,ENSMUSG00000044749
ENSG00000255690,ENSMMUG00000020183,ENSRNOG00000026941,ENSMUSG00000043496
ENSG00000064933,ENSMMUG00000014318,ENSRNOG00000004076,ENSMUSG00000026098
ENSG00000099330,ENSMMUG00000011931,ENSRNOG00000032575,ENSMUSG00000002396
ENSG00000139567,ENSMMUG00000004982,ENSRNOG00000028713,ENSMUSG00000000530
ENSG00000185386,ENSMMUG00000014107,ENSRNOG00000006984,ENSMUSG00000053137
ENSG00000164056,ENSMMUG00000001848,ENSRNOG00000025371,ENSMUSG00000037211
ENSG00000106052,ENSMMUG00000022454,ENSRNOG00000008393,ENSMUSG00000004535
ENSG00000167088,ENSMMUG00000003992,ENSRNOG00000013714,ENSMUSG00000002477
ENSG00000104671,ENSMMUG00000013735,ENSRNOG00000013254,ENSMUSG00000031516
ENSG00000144857,ENSMMUG00000013443,ENSRNOG00000002041,ENSMUSG00000022687
ENSG00000152977,ENSMMUG00000004742,ENSRNOG00000014644,ENSMUSG00000032368
ENSG00000033800,ENSMMUG00000011699,ENSRNOG00000034272,ENSMUSG00000032405
ENSG00000018610,ENSMMUG00000022665,ENSRNOG00000012564,ENSMUSG00000006423
ENSG00000162998,ENSMMUG00000014396,ENSRNOG00000007765,ENSMUSG00000027004
ENSG00000115896,ENSMMUG00000012822,ENSRNOG00000032659,ENSMUSG00000038349
ENSG00000109756,ENSMMUG00000010581,ENSRNOG00000021581,ENSMUSG00000062232
ENSG00000104320,ENSMMUG00000014519,ENSRNOG00000008580,ENSMUSG00000028224
ENSG00000099308,ENSMMUG00000003161,ENSRNOG00000022753,ENSMUSG00000031833
ENSG00000162745,ENSMMUG00000023042,ENSRNOG00000003018,ENSMUSG00000038463
ENSG00000189001,ENSMMUG00000000836,ENSRNOG00000021015,ENSMUSG00000046056
ENSG00000101413,ENSMMUG00000018924,ENSRNOG00000012923,ENSMUSG00000027651
ENSG00000141562,ENSMMUG00000019224,ENSRNOG00000036664,ENSMUSG00000000056
ENSG00000149179,ENSMMUG00000006355,ENSRNOG00000014798,ENSMUSG00000040591
ENSG00000113272,ENSMMUG00000001785,ENSRNOG00000005539,ENSMUSG00000011254
ENSG00000087258,ENSMMUG00000019900,ENSRNOG00000019482,ENSMUSG00000031748
ENSG00000169220,ENSMMUG00000019807,ENSRNOG00000015616,ENSMUSG00000052087
ENSG00000162706,ENSMMUG00000001297,ENSRNOG00000003365,ENSMUSG00000005338
ENSG00000132773,ENSMMUG00000020081,ENSRNOG00000017561,ENSMUSG00000028688
ENSG00000170085,ENSMMUG00000003919,ENSRNOG00000016932,ENSMUSG00000043183
ENSG00000133059,ENSMMUG00000010478,ENSRNOG00000021298,ENSMUSG00000042046
ENSG00000173905,ENSMMUG00000020734,ENSRNOG00000024213,ENSMUSG00000034109
ENSG00000275835,ENSMMUG00000005533,ENSRNOG00000011480,ENSMUSG00000033790
ENSG00000140044,ENSMMUG00000002797,ENSRNOG00000008224,ENSMUSG00000034271
ENSG00000159445,ENSMMUG00000014361,ENSRNOG00000020829,ENSMUSG00000028145
ENSG00000175567,ENSMMUG00000002605,ENSRNOG00000017854,ENSMUSG00000033685
ENSG00000092068,ENSMMUG00000019653,ENSRNOG00000014311,ENSMUSG00000022180
ENSG00000101997,ENSMMUG00000008623,ENSRNOG00000010846,ENSMUSG00000031143
ENSG00000142444,ENSMMUG00000007318,ENSRNOG00000009255,ENSMUSG00000048429
ENSG00000156639,ENSMMUG00000001632,ENSRNOG00000059659,ENSMUSG00000044477
ENSG00000173621,ENSMMUG00000004534,ENSRNOG00000019356,ENSMUSG00000045045
ENSG00000136932,ENSMMUG00000015654,ENSRNOG00000009492,ENSMUSG00000028331
ENSG00000123144,ENSMMUG00000006274,ENSRNOG00000003863,ENSMUSG00000041203
ENSG00000034533,ENSMMUG00000005142,ENSRNOG00000013059,ENSMUSG00000032567
ENSG00000087460,ENSMMUG00000010266,ENSRNOG00000047374,ENSMUSG00000027523
ENSG00000141522,ENSMMUG00000009949,ENSRNOG00000036688,ENSMUSG00000025132
ENSG00000019144,ENSMMUG00000002544,ENSRNOG00000026985,ENSMUSG00000048537
ENSG00000182195,ENSMMUG00000000678,ENSRNOG00000003409,ENSMUSG00000057615
ENSG00000089280,ENSMMUG00000019637,ENSRNOG00000023360,ENSMUSG00000030795
ENSG00000181588,ENSMMUG00000032603,ENSRNOG00000030830,ENSMUSG00000048696
ENSG00000106305,ENSMMUG00000030420,ENSRNOG00000001044,ENSMUSG00000029610
ENSG00000164808,ENSMMUG00000013149,ENSRNOG00000037851,ENSMUSG00000041974
ENSG00000198794,ENSMMUG00000018800,ENSRNOG00000054008,ENSMUSG00000040722
ENSG00000203760,ENSMMUG00000029416,ENSRNOG00000042944,ENSMUSG00000075266
ENSG00000182173,ENSMMUG00000022123,ENSRNOG00000004598,ENSMUSG00000020781
ENSG00000168453,ENSMMUG00000013022,ENSRNOG00000011427,ENSMUSG00000022096
ENSG00000118418,ENSMMUG00000004351,ENSRNOG00000031032,ENSMUSG00000066456
ENSG00000176170,ENSMMUG00000018011,ENSRNOG00000010626,ENSMUSG00000061878
ENSG00000111252,ENSMMUG00000002223,ENSRNOG00000028198,ENSMUSG00000042594
ENSG00000146072,ENSMMUG00000011905,ENSRNOG00000011517,ENSMUSG00000023915
ENSG00000117399,ENSMMUG00000003149,ENSRNOG00000028415,ENSMUSG00000006398
ENSG00000198728,ENSMMUG00000009375,ENSRNOG00000018468,ENSMUSG00000025223
ENSG00000108639,ENSMMUG00000021864,ENSRNOG00000050547,ENSMUSG00000048277
ENSG00000175416,ENSMMUG00000009058,ENSRNOG00000017506,ENSMUSG00000047547
ENSG00000086619,ENSMMUG00000031142,ENSRNOG00000002609,ENSMUSG00000057069
ENSG00000107263,ENSMMUG00000006479,ENSRNOG00000014316,ENSMUSG00000039844
ENSG00000112855,ENSMMUG00000004483,ENSRNOG00000016087,ENSMUSG00000019143
ENSG00000143341,ENSMMUG00000010474,ENSRNOG00000028627,ENSMUSG00000066842
ENSG00000196655,ENSMMUG00000016946,ENSRNOG00000011904,ENSMUSG00000032112
ENSG00000152382,ENSMMUG00000017790,ENSRNOG00000003816,ENSMUSG00000026563
ENSG00000184489,ENSMMUG00000019392,ENSRNOG00000007628,ENSMUSG00000059895
ENSG00000090013,ENSMMUG00000015603,ENSRNOG00000024410,ENSMUSG00000040466
ENSG00000179348,ENSMMUG00000021371,ENSRNOG00000012347,ENSMUSG00000015053
ENSG00000079691,ENSMMUG00000002573,ENSRNOG00000016576,ENSMUSG00000021338
ENSG00000138119,ENSMMUG00000006841,ENSRNOG00000016117,ENSMUSG00000048612
ENSG00000176261,ENSMMUG00000009939,ENSRNOG00000008226,ENSMUSG00000057572
ENSG00000158195,ENSMMUG00000018221,ENSRNOG00000009805,ENSMUSG00000028868
ENSG00000197780,ENSMMUG00000001010,ENSRNOG00000020315,ENSMUSG00000048100
ENSG00000115604,ENSMMUG00000009244,ENSRNOG00000015027,ENSMUSG00000026070
ENSG00000186132,ENSMMUG00000004698,ENSRNOG00000045570,ENSMUSG00000026388
ENSG00000163913,ENSMMUG00000012727,ENSRNOG00000010952,ENSMUSG00000030323
ENSG00000174938,ENSMMUG00000018986,ENSRNOG00000027098,ENSMUSG00000030683
ENSG00000107937,ENSMMUG00000010813,ENSRNOG00000016217,ENSMUSG00000021149
ENSG00000141380,ENSMMUG00000018059,ENSRNOG00000016800,ENSMUSG00000037013
ENSG00000169564,ENSMMUG00000013756,ENSRNOG00000006713,ENSMUSG00000051695
ENSG00000170469,ENSMMUG00000023071,ENSRNOG00000019976,ENSMUSG00000024352
ENSG00000146576,ENSMMUG00000015546,ENSRNOG00000024567,ENSMUSG00000039244
ENSG00000142166,ENSMMUG00000003961,ENSRNOG00000028594,ENSMUSG00000022967
ENSG00000040275,ENSMMUG00000009365,ENSRNOG00000007292,ENSMUSG00000069910
ENSG00000196290,ENSMMUG00000006639,ENSRNOG00000013446,ENSMUSG00000026036
ENSG00000040531,ENSMMUG00000023389,ENSRNOG00000028688,ENSMUSG00000005949
ENSG00000103043,ENSMMUG00000020421,ENSRNOG00000017219,ENSMUSG00000010936
ENSG00000153113,ENSMMUG00000002062,ENSRNOG00000010286,ENSMUSG00000021585
ENSG00000002746,ENSMMUG00000019015,ENSRNOG00000016046,ENSMUSG00000021301
ENSG00000206190,ENSMMUG00000017641,ENSRNOG00000056228,ENSMUSG00000025324
ENSG00000103021,ENSMMUG00000019446,ENSRNOG00000051510,ENSMUSG00000036598
ENSG00000107164,ENSMMUG00000008249,ENSRNOG00000009139,ENSMUSG00000026843
ENSG00000127720,ENSMMUG00000002514,ENSRNOG00000027451,ENSMUSG00000036009
ENSG00000181004,ENSMMUG00000030171,ENSRNOG00000007510,ENSMUSG00000051444
ENSG00000132821,ENSMMUG00000017230,ENSRNOG00000034031,ENSMUSG00000037843
ENSG00000137177,ENSMMUG00000010731,ENSRNOG00000001455,ENSMUSG00000021375
ENSG00000100578,ENSMMUG00000001084,ENSRNOG00000008244,ENSMUSG00000034601
ENSG00000132357,ENSMMUG00000023808,ENSRNOG00000001271,ENSMUSG00000041849
ENSG00000070778,ENSMMUG00000009575,ENSRNOG00000060568,ENSMUSG00000021009
ENSG00000111790,ENSMMUG00000006468,ENSRNOG00000001811,ENSMUSG00000040242
ENSG00000142197,ENSMMUG00000010336,ENSRNOG00000051204,ENSMUSG00000022946
ENSG00000205629,ENSMMUG00000005942,ENSRNOG00000014565,ENSMUSG00000030763
ENSG00000136295,ENSMMUG00000019005,ENSRNOG00000055583,ENSMUSG00000036565
ENSG00000182901,ENSMMUG00000010729,ENSRNOG00000021984,ENSMUSG00000026527
ENSG00000187957,ENSMMUG00000002103,ENSRNOG00000016640,ENSMUSG00000036766
ENSG00000138867,ENSMMUG00000000263,ENSRNOG00000049952,ENSMUSG00000033416
ENSG00000065328,ENSMMUG00000005602,ENSRNOG00000017981,ENSMUSG00000026669
ENSG00000048162,ENSMMUG00000009317,ENSRNOG00000017284,ENSMUSG00000025869
ENSG00000213190,ENSMMUG00000010075,ENSRNOG00000021110,ENSMUSG00000053192
ENSG00000183762,ENSMMUG00000021370,ENSRNOG00000051487,ENSMUSG00000020393
ENSG00000175984,ENSMMUG00000014497,ENSRNOG00000018716,ENSMUSG00000007379
ENSG00000160877,ENSMMUG00000017971,ENSRNOG00000002864,ENSMUSG00000001910
ENSG00000136238,ENSMMUG00000021075,ENSRNOG00000001068,ENSMUSG00000001847
ENSG00000111850,ENSMMUG00000022464,ENSRNOG00000023035,ENSMUSG00000028295
ENSG00000229809,ENSMMUG00000001122,ENSRNOG00000018379,ENSMUSG00000045251
ENSG00000158292,ENSMMUG00000004092,ENSRNOG00000010718,ENSMUSG00000042804
ENSG00000170946,ENSMMUG00000006845,ENSRNOG00000004842,ENSMUSG00000027166
ENSG00000188529,ENSMMUG00000013784,ENSRNOG00000007992,ENSMUSG00000028676
ENSG00000176783,ENSMMUG00000018666,ENSRNOG00000003536,ENSMUSG00000020375
ENSG00000132563,ENSMMUG00000000456,ENSRNOG00000049629,ENSMUSG00000038555
ENSG00000142279,ENSMMUG00000005887,ENSRNOG00000023296,ENSMUSG00000036459
ENSG00000110711,ENSMMUG00000011817,ENSRNOG00000022289,ENSMUSG00000024847
ENSG00000076944,ENSMMUG00000022041,ENSRNOG00000000994,ENSMUSG00000004626
ENSG00000072163,ENSMMUG00000004179,ENSRNOG00000016021,ENSMUSG00000024395
ENSG00000178381,ENSMMUG00000030435,ENSRNOG00000032917,ENSMUSG00000053581
ENSG00000138101,ENSMMUG00000016587,ENSRNOG00000011914,ENSMUSG00000071454
ENSG00000103489,ENSMMUG00000017131,ENSRNOG00000056658,ENSMUSG00000030657
ENSG00000137700,ENSMMUG00000016890,ENSRNOG00000011361,ENSMUSG00000032114
ENSG00000120075,ENSMMUG00000020865,ENSRNOG00000008010,ENSMUSG00000038700
ENSG00000029153,ENSMMUG00000023249,ENSRNOG00000001830,ENSMUSG00000040187
ENSG00000171246,ENSMMUG00000001286,ENSRNOG00000003741,ENSMUSG00000025582
ENSG00000168646,ENSMMUG00000016595,ENSRNOG00000055010,ENSMUSG00000000142
ENSG00000144642,ENSMMUG00000004404,ENSRNOG00000025881,ENSMUSG00000039607
ENSG00000125812,ENSMMUG00000022387,ENSRNOG00000004735,ENSMUSG00000027439
ENSG00000182150,ENSMMUG00000011787,ENSRNOG00000019175,ENSMUSG00000021470
ENSG00000136878,ENSMMUG00000003797,ENSRNOG00000007710,ENSMUSG00000026854
ENSG00000104047,ENSMMUG00000013496,ENSRNOG00000009593,ENSMUSG00000023330
ENSG00000110841,ENSMMUG00000021737,ENSRNOG00000031709,ENSMUSG00000016487
ENSG00000168300,ENSMMUG00000003347,ENSRNOG00000005730,ENSMUSG00000051285
ENSG00000166963,ENSMMUG00000007255,ENSRNOG00000014230,ENSMUSG00000027254
ENSG00000060069,ENSMMUG00000009151,ENSRNOG00000061474,ENSMUSG00000033323
ENSG00000143369,ENSMMUG00000006257,ENSRNOG00000021166,ENSMUSG00000028108
ENSG00000169570,ENSMMUG00000008302,ENSRNOG00000059142,ENSMUSG00000024505
ENSG00000126107,ENSMMUG00000012993,ENSRNOG00000018363,ENSMUSG00000046861
ENSG00000170234,ENSMMUG00000011472,ENSRNOG00000003936,ENSMUSG00000044950
ENSG00000108479,ENSMMUG00000021765,ENSRNOG00000006359,ENSMUSG00000020766
ENSG00000106009,ENSMMUG00000004087,ENSRNOG00000001236,ENSMUSG00000000148
ENSG00000146247,ENSMMUG00000017186,ENSRNOG00000008652,ENSMUSG00000032253
ENSG00000125648,ENSMMUG00000005598,ENSRNOG00000047781,ENSMUSG00000046329
ENSG00000125977,ENSMMUG00000018095,ENSRNOG00000017447,ENSMUSG00000074656
ENSG00000198911,ENSMMUG00000003357,ENSRNOG00000007400,ENSMUSG00000022463
ENSG00000155846,ENSMMUG00000004749,ENSRNOG00000017503,ENSMUSG00000033871
ENSG00000103257,ENSMMUG00000001595,ENSRNOG00000018824,ENSMUSG00000040010
ENSG00000175893,ENSMMUG00000012426,ENSRNOG00000010484,ENSMUSG00000028403
ENSG00000148660,ENSMMUG00000021393,ENSRNOG00000009783,ENSMUSG00000021820
ENSG00000186073,ENSMMUG00000006837,ENSRNOG00000004571,ENSMUSG00000040282
ENSG00000107951,ENSMMUG00000003001,ENSRNOG00000016578,ENSMUSG00000024234
ENSG00000115419,ENSMMUG00000005612,ENSRNOG00000056246,ENSMUSG00000026103
ENSG00000105255,ENSMMUG00000000268,ENSRNOG00000050318,ENSMUSG00000011589
ENSG00000099204,ENSMMUG00000022524,ENSRNOG00000046333,ENSMUSG00000025085
ENSG00000167100,ENSMMUG00000014687,ENSRNOG00000004155,ENSMUSG00000047181
ENSG00000167994,ENSMMUG00000015148,ENSRNOG00000020349,ENSMUSG00000024663
ENSG00000110492,ENSMMUG00000021448,ENSRNOG00000017560,ENSMUSG00000027239
ENSG00000244045,ENSMMUG00000021351,ENSRNOG00000009896,ENSMUSG00000051232
ENSG00000065717,ENSMMUG00000002913,ENSRNOG00000005874,ENSMUSG00000034771
ENSG00000133243,ENSMMUG00000006618,ENSRNOG00000018788,ENSMUSG00000003344
ENSG00000141458,ENSMMUG00000021484,ENSRNOG00000012016,ENSMUSG00000024413
ENSG00000149657,ENSMMUG00000014084,ENSRNOG00000054557,ENSMUSG00000039108
ENSG00000083635,ENSMMUG00000016609,ENSRNOG00000001033,ENSMUSG00000022009
ENSG00000119718,ENSMMUG00000002910,ENSRNOG00000006467,ENSMUSG00000004788
ENSG00000124942,ENSMMUG00000022301,ENSRNOG00000057569,ENSMUSG00000069833
ENSG00000197776,ENSMMUG00000003914,ENSRNOG00000004425,ENSMUSG00000051890
ENSG00000050405,ENSMMUG00000015048,ENSRNOG00000059801,ENSMUSG00000023022
ENSG00000147010,ENSMMUG00000004744,ENSRNOG00000004322,ENSMUSG00000040990
ENSG00000128309,ENSMMUG00000012350,ENSRNOG00000000185,ENSMUSG00000071711
ENSG00000169683,ENSMMUG00000010892,ENSRNOG00000045926,ENSMUSG00000025145
ENSG00000104872,ENSMMUG00000022116,ENSRNOG00000020634,ENSMUSG00000003423
ENSG00000109790,ENSMMUG00000002755,ENSRNOG00000008421,ENSMUSG00000054920
ENSG00000183763,ENSMMUG00000016476,ENSRNOG00000030101,ENSMUSG00000032586
ENSG00000112514,ENSMMUG00000010658,ENSRNOG00000000481,ENSMUSG00000024194
ENSG00000002822,ENSMMUG00000011659,ENSRNOG00000001265,ENSMUSG00000029554
ENSG00000115128,ENSMMUG00000001282,ENSRNOG00000046172,ENSMUSG00000037361
ENSG00000134508,ENSMMUG00000005125,ENSRNOG00000012795,ENSMUSG00000040957
ENSG00000221988,ENSMMUG00000018432,ENSRNOG00000000435,ENSMUSG00000015474
ENSG00000011009,ENSMMUG00000019551,ENSRNOG00000010067,ENSMUSG00000028670
ENSG00000186017,ENSMMUG00000000547,ENSRNOG00000048138,ENSMUSG00000078768
ENSG00000189114,ENSMMUG00000022934,ENSRNOG00000017463,ENSMUSG00000057667
ENSG00000117133,ENSMMUG00000022181,ENSRNOG00000015969,ENSMUSG00000028187
ENSG00000155636,ENSMMUG00000002013,ENSRNOG00000010595,ENSMUSG00000042369
ENSG00000071282,ENSMMUG00000001814,ENSRNOG00000005690,ENSMUSG00000057604
ENSG00000124587,ENSMMUG00000001394,ENSRNOG00000016655,ENSMUSG00000002763
ENSG00000239306,ENSMMUG00000007830,ENSRNOG00000045568,ENSMUSG00000006456
ENSG00000100028,ENSMMUG00000000264,ENSRNOG00000050410,ENSMUSG00000020180
ENSG00000086062,ENSMMUG00000002086,ENSRNOG00000059461,ENSMUSG00000028413
ENSG00000168476,ENSMMUG00000013027,ENSRNOG00000011373,ENSMUSG00000033589
ENSG00000136859,ENSMMUG00000012161,ENSRNOG00000016678,ENSMUSG00000004105
ENSG00000113578,ENSMMUG00000023509,ENSRNOG00000013867,ENSMUSG00000036585
ENSG00000213654,ENSMMUG00000018459,ENSRNOG00000000441,ENSMUSG00000034786
ENSG00000197535,ENSMMUG00000007509,ENSRNOG00000058866,ENSMUSG00000034593
ENSG00000183979,ENSMMUG00000012888,ENSRNOG00000036685,ENSMUSG00000044034
ENSG00000169862,ENSMMUG00000023419,ENSRNOG00000010649,ENSMUSG00000022240
ENSG00000167693,ENSMMUG00000011425,ENSRNOG00000008178,ENSMUSG00000020844
ENSG00000110200,ENSMMUG00000016270,ENSRNOG00000019936,ENSMUSG00000030649
ENSG00000165434,ENSMMUG00000017402,ENSRNOG00000017079,ENSMUSG00000030729
ENSG00000118242,ENSMMUG00000017963,ENSRNOG00000015774,ENSMUSG00000039395
ENSG00000176720,ENSMMUG00000005661,ENSRNOG00000018214,ENSMUSG00000026278
ENSG00000167272,ENSMMUG00000020602,ENSRNOG00000001199,ENSMUSG00000060152
ENSG00000197122,ENSMMUG00000020131,ENSRNOG00000009495,ENSMUSG00000027646
ENSG00000181035,ENSMMUG00000019669,ENSRNOG00000020345,ENSMUSG00000002346
ENSG00000138795,ENSMMUG00000023256,ENSRNOG00000010121,ENSMUSG00000027985
ENSG00000149308,ENSMMUG00000004157,ENSRNOG00000024934,ENSMUSG00000033054
ENSG00000134056,ENSMMUG00000006895,ENSRNOG00000061213,ENSMUSG00000061474
ENSG00000188486,ENSMMUG00000030889,ENSRNOG00000010386,ENSMUSG00000049932
ENSG00000169684,ENSMMUG00000010743,ENSRNOG00000013610,ENSMUSG00000035594
ENSG00000180104,ENSMMUG00000003787,ENSRNOG00000039776,ENSMUSG00000034152
ENSG00000143486,ENSMMUG00000002528,ENSRNOG00000004910,ENSMUSG00000026427
ENSG00000144354,ENSMMUG00000014228,ENSRNOG00000001514,ENSMUSG00000055612
ENSG00000185760,ENSMMUG00000015320,ENSRNOG00000013781,ENSMUSG00000028033
ENSG00000090686,ENSMMUG00000017344,ENSRNOG00000013602,ENSMUSG00000043411
ENSG00000120733,ENSMMUG00000000455,ENSRNOG00000050200,ENSMUSG00000038773
ENSG00000162804,ENSMMUG00000004968,ENSRNOG00000023548,ENSMUSG00000047793
ENSG00000100814,ENSMMUG00000016251,ENSRNOG00000026056,ENSMUSG00000071470
ENSG00000198171,ENSMMUG00000010027,ENSRNOG00000021232,ENSMUSG00000068290
ENSG00000144711,ENSMMUG00000001342,ENSRNOG00000060350,ENSMUSG00000034312
ENSG00000105520,ENSMMUG00000022207,ENSRNOG00000012164,ENSMUSG00000040563
ENSG00000147257,ENSMMUG00000009622,ENSRNOG00000060179,ENSMUSG00000055653
ENSG00000182621,ENSMMUG00000004313,ENSRNOG00000004810,ENSMUSG00000051177
ENSG00000163681,ENSMMUG00000004800,ENSRNOG00000011307,ENSMUSG00000021870
ENSG00000108510,ENSMMUG00000023750,ENSRNOG00000003679,ENSMUSG00000034297
ENSG00000204644,ENSMMUG00000002966,ENSRNOG00000022730,ENSMUSG00000036036
ENSG00000100722,ENSMMUG00000004603,ENSRNOG00000004083,ENSMUSG00000021012
ENSG00000135452,ENSMMUG00000023691,ENSRNOG00000025592,ENSMUSG00000006736
ENSG00000172331,ENSMMUG00000004598,ENSRNOG00000010133,ENSMUSG00000038871
ENSG00000099901,ENSMMUG00000020100,ENSRNOG00000001884,ENSMUSG00000005732
ENSG00000182197,ENSMMUG00000008635,ENSRNOG00000024886,ENSMUSG00000061731
ENSG00000173171,ENSMMUG00000008506,ENSRNOG00000042977,ENSMUSG00000064068
ENSG00000152348,ENSMMUG00000003577,ENSRNOG00000016342,ENSMUSG00000021619
ENSG00000204619,ENSMMUG00000012122,ENSRNOG00000000780,ENSMUSG00000036398
ENSG00000145423,ENSMMUG00000015851,ENSRNOG00000009465,ENSMUSG00000027996
ENSG00000167157,ENSMMUG00000011818,ENSRNOG00000058329,ENSMUSG00000039476
ENSG00000119965,ENSMMUG00000008564,ENSRNOG00000020597,ENSMUSG00000040177
ENSG00000007047,ENSMMUG00000018672,ENSRNOG00000017069,ENSMUSG00000030397
ENSG00000150779,ENSMMUG00000008820,ENSRNOG00000009888,ENSMUSG00000039016
ENSG00000198597,ENSMMUG00000008645,ENSRNOG00000014163,ENSMUSG00000043456
ENSG00000162063,ENSMMUG00000000001,ENSRNOG00000007483,ENSMUSG00000072082
ENSG00000130703,ENSMMUG00000012623,ENSRNOG00000057756,ENSMUSG00000039050
ENSG00000112320,ENSMMUG00000022950,ENSRNOG00000000316,ENSMUSG00000038248
ENSG00000174327,ENSMMUG00000021175,ENSRNOG00000018785,ENSMUSG00000044367
ENSG00000115598,ENSMMUG00000016533,ENSRNOG00000014683,ENSMUSG00000070942
ENSG00000167972,ENSMMUG00000019242,ENSRNOG00000050057,ENSMUSG00000024130
ENSG00000120709,ENSMMUG00000005396,ENSRNOG00000020261,ENSMUSG00000034300
ENSG00000151572,ENSMMUG00000018718,ENSRNOG00000006841,ENSMUSG00000035189
ENSG00000054148,ENSMMUG00000005047,ENSRNOG00000016723,ENSMUSG00000036504
ENSG00000198056,ENSMMUG00000004522,ENSRNOG00000031993,ENSMUSG00000025395
ENSG00000148154,ENSMMUG00000021526,ENSRNOG00000015644,ENSMUSG00000028381
ENSG00000183020,ENSMMUG00000003620,ENSRNOG00000019534,ENSMUSG00000002957
ENSG00000158019,ENSMMUG00000014461,ENSRNOG00000004364,ENSMUSG00000052139
ENSG00000160439,ENSMMUG00000022322,ENSRNOG00000027919,ENSMUSG00000008435
ENSG00000101407,ENSMMUG00000018923,ENSRNOG00000012880,ENSMUSG00000027650
ENSG00000159147,ENSMMUG00000003701,ENSRNOG00000002012,ENSMUSG00000022960
ENSG00000054356,ENSMMUG00000012008,ENSRNOG00000019587,ENSMUSG00000026204
ENSG00000143776,ENSMMUG00000008638,ENSRNOG00000002841,ENSMUSG00000026490
ENSG00000139722,ENSMMUG00000015222,ENSRNOG00000001086,ENSMUSG00000066278
ENSG00000105829,ENSMMUG00000000007,ENSRNOG00000011008,ENSMUSG00000032757
